$GNRMC,174320.00,A,3902.66077,N,07730.58308,W,0.357,,011125,,,A*75
$GNRMC,174320.10,A,3902.66075,N,07730.58311,W,0.411,,011125,,,A*7B
$GNRMC,174320.20,A,3902.66069,N,07730.58314,W,0.256,,011125,,,A*75
$GNRMC,174320.30,A,3902.66060,N,07730.58320,W,0.055,,011125,,,A*7B
$GNRMC,174320.40,A,3902.66053,N,07730.58326,W,0.134,,011125,,,A*7C
$GNRMC,174320.50,A,3902.66055,N,07730.58326,W,0.080,,011125,,,A*75
$GNRMC,174320.60,A,3902.66060,N,07730.58327,W,0.360,,011125,,,A*7C
$GNRMC,174320.70,A,3902.66060,N,07730.58329,W,0.336,,011125,,,A*70
$GNRMC,174320.80,A,3902.66059,N,07730.58327,W,0.247,,011125,,,A*7C
$GNRMC,174320.90,A,3902.66058,N,07730.58326,W,0.295,,011125,,,A*72
$GNRMC,174321.00,A,3902.66057,N,07730.58325,W,0.387,,011125,,,A*74
$GNRMC,174321.10,A,3902.66056,N,07730.58316,W,0.541,,011125,,,A*78
$GNRMC,174321.20,A,3902.66053,N,07730.58309,W,0.607,,011125,,,A*71
$GNRMC,174321.30,A,3902.66056,N,07730.58308,W,0.587,,011125,,,A*7F
$GNRMC,174321.40,A,3902.66049,N,07730.58315,W,0.282,,011125,,,A*78
$GNRMC,174321.50,A,3902.66048,N,07730.58319,W,0.247,,011125,,,A*7D
$GNRMC,174321.60,A,3902.66046,N,07730.58325,W,0.139,,011125,,,A*75
$GNRMC,174321.70,A,3902.66044,N,07730.58328,W,0.104,,011125,,,A*75
$GNRMC,174321.80,A,3902.66045,N,07730.58329,W,0.272,,011125,,,A*78
$GNRMC,174321.90,A,3902.66041,N,07730.58331,W,0.132,,011125,,,A*73
$GNRMC,174322.00,A,3902.66038,N,07730.58330,W,0.156,,011125,,,A*74
$GNRMC,174322.10,A,3902.66043,N,07730.58316,W,0.806,,011125,,,A*71
$GNRMC,174322.20,A,3902.66051,N,07730.58308,W,1.078,,011125,,,A*7E
$GNRMC,174322.30,A,3902.66059,N,07730.58299,W,1.311,41.37,011125,,,A*5D
$GNRMC,174322.40,A,3902.66056,N,07730.58299,W,1.239,46.22,011125,,,A*5D
$GNRMC,174322.50,A,3902.66045,N,07730.58308,W,0.926,,011125,,,A*7F
$GNRMC,174322.60,A,3902.66034,N,07730.58313,W,0.733,,011125,,,A*7A
$GNRMC,174322.70,A,3902.66031,N,07730.58312,W,0.729,,011125,,,A*74
$GNRMC,174322.80,A,3902.66028,N,07730.58312,W,0.757,,011125,,,A*7A
$GNRMC,174322.90,A,3902.66028,N,07730.58310,W,0.777,,011125,,,A*7B
$GNRMC,174323.00,A,3902.66030,N,07730.58312,W,0.720,,011125,,,A*7A
$GNRMC,174323.10,A,3902.66031,N,07730.58315,W,0.669,,011125,,,A*71
$GNRMC,174323.20,A,3902.66029,N,07730.58319,W,0.620,,011125,,,A*7A
$GNRMC,174323.30,A,3902.66025,N,07730.58322,W,0.554,,011125,,,A*7F
$GNRMC,174323.50,A,3902.66016,N,07730.58320,W,0.612,,011125,,,A*7A
$GNRMC,174323.60,A,3902.66011,N,07730.58327,W,0.471,,011125,,,A*7E
$GNRMC,174323.80,A,3902.66013,N,07730.58333,W,0.532,,011125,,,A*71
$GNRMC,174324.00,A,3902.66014,N,07730.58334,W,0.685,,011125,,,A*71
$GNRMC,174324.10,A,3902.66015,N,07730.58333,W,0.800,,011125,,,A*75
$GNRMC,174324.20,A,3902.66013,N,07730.58337,W,0.786,,011125,,,A*75
$GNRMC,174324.40,A,3902.65996,N,07730.58351,W,0.445,,011125,,,A*78
$GNRMC,174324.50,A,3902.65994,N,07730.58350,W,0.578,,011125,,,A*75
$GNRMC,174324.60,A,3902.66008,N,07730.58331,W,1.413,51.11,011125,,,A*59
$GNRMC,174324.70,A,3902.66008,N,07730.58335,W,1.325,52.22,011125,,,A*5D
$GNRMC,174324.80,A,3902.66001,N,07730.58345,W,1.006,,011125,,,A*77
$GNRMC,174324.90,A,3902.65992,N,07730.58351,W,0.815,,011125,,,A*78
$GNRMC,174325.00,A,3902.65987,N,07730.58353,W,0.733,,011125,,,A*7D
$GNRMC,174325.10,A,3902.65984,N,07730.58352,W,0.762,,011125,,,A*7A
$GNRMC,174325.20,A,3902.65981,N,07730.58351,W,0.755,,011125,,,A*7B
$GNRMC,174325.30,A,3902.65974,N,07730.58357,W,0.629,,011125,,,A*7C
$GNRMC,174325.40,A,3902.65968,N,07730.58362,W,0.547,,011125,,,A*7B
$GNRMC,174325.50,A,3902.65971,N,07730.58359,W,0.662,,011125,,,A*7E
$GNRMC,174325.60,A,3902.65974,N,07730.58356,W,0.783,,011125,,,A*79
$GNRMC,174325.70,A,3902.65972,N,07730.58352,W,0.906,,011125,,,A*79
$GNRMC,174325.80,A,3902.65968,N,07730.58356,W,0.822,,011125,,,A*7E
$GNRMC,174325.90,A,3902.65964,N,07730.58360,W,0.769,,011125,,,A*76
$GNRMC,174326.00,A,3902.65961,N,07730.58363,W,0.740,,011125,,,A*71
$GNRMC,174326.10,A,3902.65964,N,07730.58364,W,0.811,,011125,,,A*79
$GNRMC,174326.20,A,3902.65970,N,07730.58354,W,1.124,,011125,,,A*72
$GNRMC,174326.30,A,3902.65977,N,07730.58338,W,1.486,49.93,011125,,,A*5A
$GNRMC,174326.40,A,3902.65979,N,07730.58330,W,1.590,49.52,011125,,,A*50
$GNRMC,174326.50,A,3902.65976,N,07730.58338,W,1.355,46.11,011125,,,A*51
$GNRMC,174326.60,A,3902.65969,N,07730.58349,W,1.068,,011125,,,A*7B
$GNRMC,174326.70,A,3902.65958,N,07730.58365,W,0.688,,011125,,,A*7F
$GNRMC,174326.80,A,3902.65958,N,07730.58369,W,0.733,,011125,,,A*7D
$GNRMC,174326.90,A,3902.65957,N,07730.58373,W,0.729,,011125,,,A*73
$GNRMC,174327.00,A,3902.65954,N,07730.58377,W,0.733,,011125,,,A*77
$GNRMC,174327.10,A,3902.65949,N,07730.58382,W,0.704,,011125,,,A*74
$GNRMC,174327.20,A,3902.65940,N,07730.58391,W,0.634,,011125,,,A*7E
$GNRMC,174327.30,A,3902.65935,N,07730.58394,W,0.507,,011125,,,A*7B
$GNRMC,174327.40,A,3902.65937,N,07730.58381,W,0.553,,011125,,,A*7B
$GNRMC,174327.50,A,3902.65942,N,07730.58372,W,0.764,,011125,,,A*72
$GNRMC,174327.60,A,3902.65948,N,07730.58363,W,1.006,,011125,,,A*79
$GNRMC,174327.70,A,3902.65957,N,07730.58344,W,1.445,41.93,011125,,,A*51
$GNRMC,174327.80,A,3902.65959,N,07730.58335,W,1.607,41.58,011125,,,A*55
$GNRMC,174327.90,A,3902.65961,N,07730.58329,W,1.666,43.29,011125,,,A*51
$GNRMC,174328.00,A,3902.65963,N,07730.58337,W,1.536,39.81,011125,,,A*53
$GNRMC,174328.10,A,3902.65957,N,07730.58341,W,1.362,38.70,011125,,,A*5C
$GNRMC,174328.20,A,3902.65956,N,07730.58336,W,1.423,40.96,011125,,,A*5B
$GNRMC,174328.30,A,3902.65953,N,07730.58348,W,1.198,,011125,,,A*76
$GNRMC,174328.40,A,3902.65952,N,07730.58344,W,1.235,,011125,,,A*78
$GNRMC,174328.50,A,3902.65955,N,07730.58332,W,1.443,41.64,011125,,,A*51
$GNRMC,174328.60,A,3902.65960,N,07730.58321,W,1.644,43.25,011125,,,A*54
$GNRMC,174328.70,A,3902.65959,N,07730.58318,W,1.624,45.69,011125,,,A*5D
$GNRMC,174328.80,A,3902.65958,N,07730.58321,W,1.517,45.48,011125,,,A*59
$GNRMC,174328.90,A,3902.65954,N,07730.58326,W,1.342,45.78,011125,,,A*56
$GNRMC,174329.00,A,3902.65950,N,07730.58330,W,1.219,46.35,011125,,,A*58
$GNRMC,174329.10,A,3902.65946,N,07730.58338,W,1.106,,011125,,,A*71
$GNRMC,174329.20,A,3902.65933,N,07730.58358,W,0.696,,011125,,,A*79
$GNRMC,174329.30,A,3902.65919,N,07730.58376,W,0.317,,011125,,,A*70
$GNRMC,174329.40,A,3902.65914,N,07730.58377,W,0.198,,011125,,,A*7E
$GNRMC,174329.50,A,3902.65912,N,07730.58381,W,0.248,,011125,,,A*7E
$GNRMC,174329.60,A,3902.65911,N,07730.58386,W,0.280,,011125,,,A*7D
$GNRMC,174329.70,A,3902.65912,N,07730.58384,W,0.348,,011125,,,A*78
$GNRMC,174329.80,A,3902.65915,N,07730.58377,W,0.484,,011125,,,A*7B
$GNRMC,174329.90,A,3902.65909,N,07730.58384,W,0.424,,011125,,,A*71
$GNRMC,174330.00,A,3902.65898,N,07730.58397,W,0.265,,011125,,,A*78
$GNRMC,174330.10,A,3902.65889,N,07730.58407,W,0.178,,011125,,,A*78
$GNRMC,174330.20,A,3902.65884,N,07730.58411,W,0.172,,011125,,,A*7B
$GNRMC,174330.30,A,3902.65879,N,07730.58411,W,0.093,,011125,,,A*76
$GNRMC,174330.40,A,3902.65876,N,07730.58413,W,0.221,,011125,,,A*77
$GNRMC,174330.60,A,3902.65888,N,07730.58400,W,0.691,,011125,,,A*79
$GNRMC,174330.70,A,3902.65887,N,07730.58403,W,0.720,,011125,,,A*7F
$GNRMC,174330.80,A,3902.65882,N,07730.58410,W,0.587,,011125,,,A*78
$GNRMC,174330.90,A,3902.65867,N,07730.58428,W,0.262,,011125,,,A*75
$GNRMC,174331.10,A,3902.65842,N,07730.58460,W,0.454,,011125,,,A*74
$GNRMC,174331.30,A,3902.65840,N,07730.58456,W,0.135,,011125,,,A*73
$GNRMC,174331.40,A,3902.65834,N,07730.58464,W,0.132,,011125,,,A*71
$GNRMC,174331.50,A,3902.65832,N,07730.58468,W,0.128,,011125,,,A*71
$GNRMC,174331.60,A,3902.65831,N,07730.58471,W,0.110,,011125,,,A*72
$GNRMC,174331.70,A,3902.65825,N,07730.58476,W,0.064,,011125,,,A*73
$GNRMC,174331.80,A,3902.65816,N,07730.58483,W,0.217,,011125,,,A*70
$GNRMC,174331.90,A,3902.65808,N,07730.58488,W,0.178,,011125,,,A*7F
$GNRMC,174332.00,A,3902.65807,N,07730.58487,W,0.261,,011125,,,A*7E
$GNRMC,174332.10,A,3902.65803,N,07730.58495,W,0.253,,011125,,,A*79
