time,latitude,longitude,height_msl
2025-09-05 16:41:19.650,39.194682737,-77.257565440,154.5975
2025-09-05 16:41:19.750,39.194682656,-77.257565400,154.6003
2025-09-05 16:41:19.850,39.194682561,-77.257565362,154.5952
2025-09-05 16:41:19.950,39.194682477,-77.257565355,154.5985
2025-09-05 16:41:20.050,39.194682414,-77.257565343,154.5998
2025-09-05 16:41:20.150,39.194682374,-77.257565321,154.6083
2025-09-05 16:41:20.250,39.194682334,-77.257565292,154.6064
2025-09-05 16:41:20.350,39.194682263,-77.257565276,154.6031
2025-09-05 16:41:20.450,39.194682231,-77.257565262,154.6063
2025-09-05 16:41:20.550,39.194682132,-77.257565218,154.6104
2025-09-05 16:41:20.650,39.194682076,-77.257565201,154.6122
2025-09-05 16:41:20.750,39.194682051,-77.257565186,154.6203
2025-09-05 16:41:20.850,39.194682002,-77.257565181,154.6200
2025-09-05 16:41:20.950,39.194681983,-77.257565166,154.6143
2025-09-05 16:41:21.050,39.194681912,-77.257565127,154.6103
2025-09-05 16:41:21.150,39.194681879,-77.257565104,154.6167
2025-09-05 16:41:21.250,39.194681812,-77.257565053,154.6161
2025-09-05 16:41:21.350,39.194681719,-77.257564983,154.6060
2025-09-05 16:41:21.450,39.194681695,-77.257564960,154.6151
2025-09-05 16:41:21.550,39.194681605,-77.257564907,154.6116
2025-09-05 16:41:21.650,39.194681562,-77.257564885,154.6068
2025-09-05 16:41:21.750,39.194681552,-77.257564890,154.6152
2025-09-05 16:41:21.850,39.194681476,-77.257564861,154.6175
2025-09-05 16:41:21.950,39.194681441,-77.257564834,154.6198
2025-09-05 16:41:22.050,39.194681399,-77.257564803,154.6235
2025-09-05 16:41:22.150,39.194681354,-77.257564765,154.6259
2025-09-05 16:41:22.250,39.194681331,-77.257564729,154.6241
2025-09-05 16:41:22.350,39.194681277,-77.257564676,154.6230
2025-09-05 16:41:22.450,39.194681199,-77.257564624,154.6216
2025-09-05 16:41:22.550,39.194681167,-77.257564629,154.6248
2025-09-05 16:41:22.650,39.194681094,-77.257564597,154.6253
2025-09-05 16:41:22.750,39.194681059,-77.257564589,154.6321
2025-09-05 16:41:22.850,39.194680998,-77.257564532,154.6271
2025-09-05 16:41:22.950,39.194680941,-77.257564502,154.6227
2025-09-05 16:41:23.050,39.194680884,-77.257564476,154.6235
2025-09-05 16:41:23.150,39.194680853,-77.257564459,154.6273
2025-09-05 16:41:23.250,39.194680819,-77.257564449,154.6334
2025-09-05 16:41:23.350,39.194680779,-77.257564405,154.6314
2025-09-05 16:41:23.450,39.194680745,-77.257564379,154.6312
2025-09-05 16:41:23.550,39.194680728,-77.257564367,154.6333
2025-09-05 16:41:23.650,39.194680698,-77.257564334,154.6344
2025-09-05 16:41:23.750,39.194680655,-77.257564315,154.6439
2025-09-05 16:41:23.850,39.194680654,-77.257564245,154.6362
2025-09-05 16:41:23.950,39.194680740,-77.257564363,154.6304
2025-09-05 16:41:24.050,39.194680774,-77.257564553,154.6037
2025-09-05 16:41:24.150,39.194680694,-77.257564567,154.6236
2025-09-05 16:41:24.250,39.194680729,-77.257564604,154.6366
