Timestamp,iTOW_ms,Longitude_deg,Latitude_deg,Height_ellipsoid_m,Height_MSL_m,Horizontal_Accuracy_m,Vertical_Accuracy_m
2025-07-25 14:01:36.908,482514600,-77.25754597,39.19571276,113.7865,148.3190,65.670,26.464
