CUSTOM.updateTime.TEXT [UTC],CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.height [m],OSD.altitude [m],OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.zSpeed [m/s],OSD.ySpeed [m/s],OSD.xSpeed [m/s],OSD.hSpeed [m/s],OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.droneType,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.isVideo,CAMERA.filename,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY.chargeLevel [%],BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.isCellVoltageEstimated,BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.cellVoltage3 [V],BATTERY.cellVoltage4 [V],BATTERY.maxCellVoltageDeviation [V],BATTERY.isCellVoltageDeviationHigh,BATTERY.isVoltageLow,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.distanceMax [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.wind,HOME.dataRecorderFileIndex,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.location,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.tip,APP.warning
 12:08:51.50 PM,7/16/2025,12:08:51.50 PM,0m 0.0s,0.0,39.1959273223092,0,160.8,-77.2583545032499,0,0,0.3,528,0,0,0,0,0,0,0,0,0,2.8,-2.3,-1.5,0,0,0,0,358.5,,P-GPS,Other,,19,5,True,,Mavic 3 Pro,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.4,17.4,False,False,False,False,False,False,,True,Card Full,,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.569,3915,4665,16.569,True,4.142,4.142,4.142,4.142,,False,False,1.445,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,,,False,,,False,False,False,False,,False,False,False,,,,,Calm,,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,Aircraft in Altitude Zone (500 m). Fly with caution (Code: 190001).; Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059).; Remote ID functionality normal (Code: 1B080003).; Flight mode changed to P-GPS.,Aircraft storage full. Back up file and clear space (Code: 1C00150A).; File system error. Change SD card (Code: 1C000408).
 12:08:51.57 PM,7/16/2025,12:08:51.57 PM,0m 0.1s,0.1,39.1959273245688,0,160.8,-77.2583545402274,0,0,0.3,528,0,0,0,0,0,0,0,0,0,2.8,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.5,17.5,False,False,False,False,False,False,,True,Card Full,,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.569,3915,4665,16.569,True,4.142,4.142,4.142,4.142,,False,False,1.445,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,,,False,,,False,False,False,False,,False,False,False,,,,,Calm,,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,Flight mode changed to Starting Motors.,
 12:08:51.70 PM,7/16/2025,12:08:51.70 PM,0m 0.2s,0.2,39.1959273178628,0,160.8,-77.2583546909812,0,0,0.3,528,0,0,0,0,0,0,0,0,0,2.9,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.5,17.5,False,False,False,False,False,False,,True,Card Full,,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.569,3915,4665,16.569,True,4.142,4.142,4.142,4.142,,False,False,1.445,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,,,False,,,False,False,False,False,,False,False,False,,,,,Calm,,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:51.77 PM,7/16/2025,12:08:51.77 PM,0m 0.3s,0.3,39.1959273150485,0,160.8,-77.2583547225419,0,0,0.3,528,0,0,0,0,0,0,0,0,0,2.9,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.5,17.5,False,False,False,False,False,False,,True,Card Full,,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.569,3915,4665,16.569,True,4.142,4.142,4.142,4.142,,False,False,1.445,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,,,False,,,False,False,False,False,,False,False,False,,,,,Calm,,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:51.90 PM,7/16/2025,12:08:51.90 PM,0m 0.4s,0.4,39.1959273022899,0,160.8,-77.2583547690623,0,0,0.3,528,0,0,0,0,0,0,0,0,0,2.9,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.6,17.6,False,False,False,False,False,False,,True,Card Full,,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.573,3915,4665,16.573,False,4.143,4.143,4.145,4.142,0.003,False,False,1.445,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.3,5.3,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,Data Recorder File Index is 258.; Set Return to Home (RTH) altitude to 120 m (394 ft).; Set maximum flight altitude to 500 m (1640 ft).,
 12:08:51.97 PM,7/16/2025,12:08:51.97 PM,0m 0.5s,0.5,39.1959272911054,0,160.8,-77.2583547980694,0,0,0.3,528,0,0,0,0,0,0,0,0,0,2.9,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.6,17.6,False,False,False,False,False,False,,True,Card Full,,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.573,3915,4665,16.573,False,4.143,4.143,4.145,4.142,0.003,False,False,1.445,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.3,5.3,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:52.11 PM,7/16/2025,12:08:52.11 PM,0m 0.6s,0.6,39.195927279362,0,160.8,-77.2583548330999,0,0,0.3,528,0,0,0,0,0,0,0,0,0,2.9,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.6,17.6,False,False,False,False,False,False,,True,Card Full,,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.573,3915,4665,16.573,False,4.143,4.143,4.145,4.142,0.003,False,False,1.445,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.3,5.3,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,SD card file system error.
 12:08:52.21 PM,7/16/2025,12:08:52.21 PM,0m 0.7s,0.7,39.1959272674643,0,160.8,-77.2583548708968,0,0,0.3,528,0,0,0,0,0,0,0,0,0,2.9,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.7,17.7,False,False,False,False,False,False,,True,Card Full,,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.573,3915,4665,16.573,False,4.143,4.143,4.145,4.142,0.003,False,False,1.445,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.3,5.3,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:52.27 PM,7/16/2025,12:08:52.27 PM,0m 0.8s,0.8,39.1959272557509,0,160.8,-77.2583549031651,0,0,0.3,528,0.1,0,0,0,0,0,0,0,0,2.9,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.7,17.7,False,False,False,False,False,False,,True,Card Full,100,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.449,3915,4665,16.449,False,4.113,4.112,4.114,4.11,0.004,False,False,1.652,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.3,5.3,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:52.37 PM,7/16/2025,12:08:52.37 PM,0m 0.9s,0.9,39.1959272443565,0,160.8,-77.2583549350106,0,0,0.3,528,0.1,0,0,0,0,0,0,0,0,2.9,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.7,17.7,False,False,False,False,False,False,,True,Card Full,100,100,1684,364,364,364,N,False,False,False,False,False,0,False,False,False,False,84,16.449,3915,4665,16.449,False,4.113,4.112,4.114,4.11,0.004,False,False,1.652,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.3,5.3,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:52.47 PM,7/16/2025,12:08:52.47 PM,0m 1.0s,1.0,39.1959272286893,0,160.8,-77.2583549632992,0,0,0.3,528,0.1,0,0,0,0,0,0,0,0,2.9,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.7,17.7,False,False,False,False,False,False,,True,Card Full,100,100,1488,691,506,508,N,False,False,False,False,False,0,False,False,False,False,84,16.449,3915,4665,16.449,False,4.113,4.112,4.114,4.11,0.004,False,False,1.652,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.3,5.3,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:52.57 PM,7/16/2025,12:08:52.57 PM,0m 1.1s,1.1,39.1959272011437,0,160.8,-77.2583550141612,0,0,0.3,528,0.1,0,0,0,0,0,0,0,0,2.9,-2.3,-1.4,0,0,0,0,358.6,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.7,17.7,False,False,False,False,False,False,,True,Card Full,100,100,1024,1024,1024,975,N,False,False,False,False,False,0,False,False,False,False,84,16.449,3915,4665,16.449,False,4.113,4.112,4.114,4.11,0.004,False,False,1.652,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.3,5.3,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:52.67 PM,7/16/2025,12:08:52.67 PM,0m 1.2s,1.2,39.1959271949647,0,160.8,-77.2583550537489,0,0,0.3,528,0.1,0,0,0,0,0,0,0,0,2.8,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.7,17.7,False,False,False,False,False,False,,True,Card Full,100,100,1024,1024,1024,975,N,False,False,False,False,False,0,False,False,False,False,84,16.449,3915,4665,16.449,False,4.113,4.112,4.114,4.11,0.004,False,False,1.652,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.3,5.3,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:52.77 PM,7/16/2025,12:08:52.77 PM,0m 1.3s,1.3,39.1959271936475,0,160.8,-77.2583550905247,0,0,0.3,528,0.1,0,0,0,0,0,0,0,0,2.8,-2.3,-1.5,0,0,0,0,358.5,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.7,17.7,False,False,False,False,False,False,,True,Card Full,100,100,954,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,84,16.449,3915,4665,16.449,False,4.113,4.112,4.114,4.11,0.004,False,False,1.652,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.4,5.4,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:52.87 PM,7/16/2025,12:08:52.87 PM,0m 1.4s,1.4,39.1959271873378,0,160.8,-77.2583551308766,0,0,0.3,528,0.1,0,0,0,0,0,0,0,0,2.8,-2.3,-1.4,0,0,0,0,358.6,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.7,17.7,False,False,False,False,False,False,,True,Card Full,100,100,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,84,16.449,3915,4665,16.449,False,4.113,4.112,4.114,4.11,0.004,False,False,1.652,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.4,5.4,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
 12:08:52.97 PM,7/16/2025,12:08:52.97 PM,0m 1.5s,1.5,39.1959271794688,0,160.8,-77.2583551632388,0,0,0.3,528,0.1,0,0,0,0,0,0,0,0,2.8,-2.3,-1.4,0,0,0,0,358.6,,Starting Motors,Other,,19,5,True,,Mavic 3 Pro,True,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,0,0,17.8,17.8,False,False,False,False,False,False,,True,Card Full,100,100,1024,1024,1024,1024,N,False,False,False,False,False,0,False,False,False,False,84,16.449,3915,4665,16.449,False,4.113,4.112,4.114,4.11,0.004,False,False,1.652,88.3,88.3,88.3,,,,,,,,,Idle,,,,,,1,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,39.1959265284754,-77.2583359745189,5.4,5.4,405.8,1640.4,True,1,1,False,False,False,False,,True,False,False,,393.7,,16.4,Calm,258,,1.13.13,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,"Germantown, MD",281.7,7.8,387.1,33.575798,13.645334,0,0,DJI Mavic 3 Pro,1581F67QE242600A,5Z9FL931AA05VA,5HAZLAB004M3G9,4ERPLABDA0CS24,DJI Fly,,1.13.13,54278D24-45C3-4E23-5436-2D51BD24CE17,1581F67QE242600A00L9,5Z9FL931AA05VA,,5HAZLAB004M3G9,4ERPLABDA0CS24,,,,,
