$GNRMC,171418.00,A,3902.64945,N,07730.59852,W,0.124,,011125,,,A*75
$GNRMC,171419.00,A,3902.64947,N,07730.59842,W,0.130,,011125,,,A*72
$GNRMC,171420.00,A,3902.64959,N,07730.59850,W,0.123,,011125,,,A*76
$GNRMC,171421.00,A,3902.64963,N,07730.59857,W,0.075,,011125,,,A*7B
$GNRMC,171422.00,A,3902.64967,N,07730.59857,W,0.148,,011125,,,A*73
$GNRMC,171423.00,A,3902.64972,N,07730.59860,W,0.173,,011125,,,A*7A
$GNRMC,171424.00,A,3902.64975,N,07730.59860,W,0.240,,011125,,,A*79
$GNRMC,171425.00,A,3902.64984,N,07730.59864,W,0.082,,011125,,,A*7E
$GNRMC,171426.00,A,3902.64983,N,07730.59865,W,0.219,,011125,,,A*7B
$GNRMC,171427.00,A,3902.64975,N,07730.59855,W,0.108,,011125,,,A*73
$GNRMC,171428.00,A,3902.64967,N,07730.59845,W,0.062,,011125,,,A*73
$GNRMC,171429.00,A,3902.64968,N,07730.59840,W,0.107,,011125,,,A*7A
$GNRMC,171430.00,A,3902.64961,N,07730.59824,W,0.124,,011125,,,A*78
$GNRMC,171431.00,A,3902.64959,N,07730.59819,W,0.030,,011125,,,A*78
$GNRMC,171432.00,A,3902.64964,N,07730.59808,W,0.025,,011125,,,A*71
$GNRMC,171433.00,A,3902.64963,N,07730.59799,W,0.095,,011125,,,A*7B
$GNRMC,171434.00,A,3902.64958,N,07730.59790,W,0.155,,011125,,,A*70
$GNRMC,171435.00,A,3902.64958,N,07730.59786,W,0.141,,011125,,,A*73
$GNRMC,171436.00,A,3902.64961,N,07730.59789,W,0.194,,011125,,,A*7D
$GNRMC,171437.00,A,3902.64955,N,07730.59784,W,0.129,,011125,,,A*70
$GNRMC,171438.00,A,3902.64946,N,07730.59769,W,0.027,,011125,,,A*71
$GNRMC,171439.00,A,3902.64944,N,07730.59766,W,0.077,,011125,,,A*78
$GNRMC,171440.00,A,3902.64933,N,07730.59757,W,0.056,,011125,,,A*77
$GNRMC,171441.00,A,3902.64926,N,07730.59742,W,0.064,,011125,,,A*77
$GNRMC,171442.00,A,3902.64929,N,07730.59737,W,0.160,,011125,,,A*7C
$GNRMC,171443.00,A,3902.64923,N,07730.59718,W,0.574,,011125,,,A*7B
$GNRMC,171444.00,A,3902.64923,N,07730.59698,W,0.579,,011125,,,A*78
$GNRMC,171445.00,A,3902.64909,N,07730.59624,W,1.180,,011125,,,A*75
$GNRMC,171446.00,A,3902.64903,N,07730.59598,W,0.830,,011125,,,A*7B
$GNRMC,171447.00,A,3902.64907,N,07730.59609,W,0.433,,011125,,,A*7A
$GNRMC,171448.00,A,3902.64907,N,07730.59624,W,0.194,,011125,,,A*72
$GNRMC,171449.00,A,3902.64895,N,07730.59621,W,0.228,,011125,,,A*78
$GNRMC,171450.00,A,3902.64892,N,07730.59622,W,0.155,,011125,,,A*7D
$GNRMC,171451.00,A,3902.64882,N,07730.59619,W,0.060,,011125,,,A*72
$GNRMC,171452.00,A,3902.64866,N,07730.59592,W,0.238,,011125,,,A*74
