$GNGLL,3902.64932,N,07730.59846,W,171417.00,A,A*67
$GNGLL,3902.64945,N,07730.59852,W,171418.00,A,A*6D
$GNGLL,3902.64947,N,07730.59842,W,171419.00,A,A*6F
$GNGLL,3902.64959,N,07730.59850,W,171420.00,A,A*69
$GNGLL,3902.64963,N,07730.59857,W,171421.00,A,A*66
$GNGLL,3902.64967,N,07730.59857,W,171422.00,A,A*61
$GNGLL,3902.64972,N,07730.59860,W,171423.00,A,A*60
$GNGLL,3902.64975,N,07730.59860,W,171424.00,A,A*60
$GNGLL,3902.64984,N,07730.59864,W,171425.00,A,A*6B
$GNGLL,3902.64983,N,07730.59865,W,171426.00,A,A*6E
$GNGLL,3902.64975,N,07730.59855,W,171427.00,A,A*65
$GNGLL,3902.64967,N,07730.59845,W,171428.00,A,A*68
$GNGLL,3902.64968,N,07730.59840,W,171429.00,A,A*63
$GNGLL,3902.64961,N,07730.59824,W,171430.00,A,A*60
$GNGLL,3902.64959,N,07730.59819,W,171431.00,A,A*64
$GNGLL,3902.64964,N,07730.59808,W,171432.00,A,A*69
$GNGLL,3902.64963,N,07730.59799,W,171433.00,A,A*68
$GNGLL,3902.64958,N,07730.59790,W,171434.00,A,A*6E
$GNGLL,3902.64958,N,07730.59786,W,171435.00,A,A*68
$GNGLL,3902.64961,N,07730.59789,W,171436.00,A,A*6E
$GNGLL,3902.64955,N,07730.59784,W,171437.00,A,A*65
$GNGLL,3902.64946,N,07730.59769,W,171438.00,A,A*6B
$GNGLL,3902.64944,N,07730.59766,W,171439.00,A,A*67
$GNGLL,3902.64933,N,07730.59757,W,171440.00,A,A*6B
$GNGLL,3902.64926,N,07730.59742,W,171441.00,A,A*6A
$GNGLL,3902.64929,N,07730.59737,W,171442.00,A,A*64
$GNGLL,3902.64923,N,07730.59718,W,171443.00,A,A*62
$GNGLL,3902.64923,N,07730.59698,W,171444.00,A,A*6C
$GNGLL,3902.64909,N,07730.59624,W,171445.00,A,A*62
$GNGLL,3902.64903,N,07730.59598,W,171446.00,A,A*6F
$GNGLL,3902.64907,N,07730.59609,W,171447.00,A,A*61
$GNGLL,3902.64907,N,07730.59624,W,171448.00,A,A*61
$GNGLL,3902.64895,N,07730.59621,W,171449.00,A,A*6F
$GNGLL,3902.64892,N,07730.59622,W,171450.00,A,A*63
$GNGLL,3902.64882,N,07730.59619,W,171451.00,A,A*6B
$GNGLL,3902.64866,N,07730.59592,W,171452.00,A,A*62
$GNGLL,3902.64859,N,07730.59607,W,171453.00,A,A*60
$GNGLL,3902.64852,N,07730.59594,W,171454.00,A,A*65
$GNGLL,3902.64890,N,07730.59646,W,171455.00,A,A*66
$GNGLL,3902.64923,N,07730.59702,W,171456.00,A,A*6D
$GNGLL,3902.64950,N,07730.59767,W,171457.00,A,A*6B
$GNGLL,3902.64973,N,07730.59816,W,171458.00,A,A*6C
$GNGLL,3902.64982,N,07730.59842,W,171459.00,A,A*62
$GNGLL,3902.65000,N,07730.59863,W,171500.00,A,A*6E
$GNGLL,3902.65014,N,07730.59882,W,171501.00,A,A*65
$GNGLL,3902.65035,N,07730.59916,W,171502.00,A,A*69
$GNGLL,3902.65066,N,07730.59952,W,171503.00,A,A*6E
$GNGLL,3902.65095,N,07730.59998,W,171504.00,A,A*63
$GNGLL,3902.65118,N,07730.60032,W,171505.00,A,A*65
$GNGLL,3902.65136,N,07730.60053,W,171506.00,A,A*6D
$GNGLL,3902.65146,N,07730.60062,W,171507.00,A,A*69
$GNGLL,3902.65162,N,07730.60087,W,171508.00,A,A*6B
$GNGLL,3902.65169,N,07730.60098,W,171509.00,A,A*6F
$GNGLL,3902.65174,N,07730.60111,W,171510.00,A,A*6B
$GNGLL,3902.65192,N,07730.60130,W,171511.00,A,A*61
$GNGLL,3902.65210,N,07730.60150,W,171512.00,A,A*6D
$GNGLL,3902.65219,N,07730.60159,W,171513.00,A,A*6C
$GNGLL,3902.65229,N,07730.60169,W,171514.00,A,A*6B
$GNGLL,3902.65230,N,07730.60153,W,171515.00,A,A*6B
$GNGLL,3902.65238,N,07730.60167,W,171516.00,A,A*67
$GNGLL,3902.65240,N,07730.60156,W,171517.00,A,A*6B
$GNGLL,3902.65237,N,07730.60152,W,171518.00,A,A*60
$GNGLL,3902.65241,N,07730.60144,W,171519.00,A,A*67
$GNGLL,3902.65227,N,07730.60125,W,171520.00,A,A*6A
$GNGLL,3902.65225,N,07730.60127,W,171521.00,A,A*6B
$GNGLL,3902.65225,N,07730.60129,W,171522.00,A,A*66
$GNGLL,3902.65225,N,07730.60125,W,171523.00,A,A*6B
$GNGLL,3902.65227,N,07730.60125,W,171524.00,A,A*6E
$GNGLL,3902.65226,N,07730.60129,W,171525.00,A,A*62
$GNGLL,3902.65227,N,07730.60121,W,171526.00,A,A*68
